sequence,frame,cg_v2_file,he_file,expected_sequence_frames,sequence_common_frames,sequence_cg_frames,sequence_he_frames,missing_cg_count,missing_he_count
BlueSpeech,0010,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0010.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0010.ply,169,168,169,168,0,1
BlueSpeech,0011,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0011.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0011.ply,169,168,169,168,0,1
BlueSpeech,0012,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0012.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0012.ply,169,168,169,168,0,1
BlueSpeech,0013,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0013.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0013.ply,169,168,169,168,0,1
BlueSpeech,0014,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0014.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0014.ply,169,168,169,168,0,1
BlueSpeech,0015,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0015.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0015.ply,169,168,169,168,0,1
BlueSpeech,0016,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0016.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0016.ply,169,168,169,168,0,1
BlueSpeech,0017,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0017.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0017.ply,169,168,169,168,0,1
BlueSpeech,0018,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0018.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0018.ply,169,168,169,168,0,1
BlueSpeech,0019,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0019.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0019.ply,169,168,169,168,0,1
BlueSpeech,0020,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0020.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0020.ply,169,168,169,168,0,1
BlueSpeech,0021,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0021.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0021.ply,169,168,169,168,0,1
BlueSpeech,0022,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0022.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0022.ply,169,168,169,168,0,1
BlueSpeech,0023,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0023.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0023.ply,169,168,169,168,0,1
BlueSpeech,0024,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0024.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0024.ply,169,168,169,168,0,1
BlueSpeech,0025,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0025.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0025.ply,169,168,169,168,0,1
BlueSpeech,0026,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0026.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0026.ply,169,168,169,168,0,1
BlueSpeech,0027,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0027.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0027.ply,169,168,169,168,0,1
BlueSpeech,0028,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0028.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0028.ply,169,168,169,168,0,1
BlueSpeech,0029,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0029.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0029.ply,169,168,169,168,0,1
BlueSpeech,0030,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0030.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0030.ply,169,168,169,168,0,1
BlueSpeech,0031,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0031.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0031.ply,169,168,169,168,0,1
BlueSpeech,0032,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0032.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0032.ply,169,168,169,168,0,1
BlueSpeech,0033,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0033.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0033.ply,169,168,169,168,0,1
BlueSpeech,0034,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0034.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0034.ply,169,168,169,168,0,1
BlueSpeech,0035,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0035.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0035.ply,169,168,169,168,0,1
BlueSpeech,0036,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0036.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0036.ply,169,168,169,168,0,1
BlueSpeech,0037,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0037.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0037.ply,169,168,169,168,0,1
BlueSpeech,0038,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0038.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0038.ply,169,168,169,168,0,1
BlueSpeech,0039,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0039.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0039.ply,169,168,169,168,0,1
BlueSpeech,0040,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0040.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0040.ply,169,168,169,168,0,1
BlueSpeech,0041,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0041.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0041.ply,169,168,169,168,0,1
BlueSpeech,0042,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0042.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0042.ply,169,168,169,168,0,1
BlueSpeech,0043,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0043.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0043.ply,169,168,169,168,0,1
BlueSpeech,0044,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0044.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0044.ply,169,168,169,168,0,1
BlueSpeech,0045,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0045.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0045.ply,169,168,169,168,0,1
BlueSpeech,0046,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0046.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0046.ply,169,168,169,168,0,1
BlueSpeech,0047,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0047.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0047.ply,169,168,169,168,0,1
BlueSpeech,0048,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0048.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0048.ply,169,168,169,168,0,1
BlueSpeech,0049,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0049.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0049.ply,169,168,169,168,0,1
BlueSpeech,0050,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0050.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0050.ply,169,168,169,168,0,1
BlueSpeech,0051,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0051.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0051.ply,169,168,169,168,0,1
BlueSpeech,0052,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0052.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0052.ply,169,168,169,168,0,1
BlueSpeech,0053,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0053.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0053.ply,169,168,169,168,0,1
BlueSpeech,0054,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0054.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0054.ply,169,168,169,168,0,1
BlueSpeech,0055,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0055.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0055.ply,169,168,169,168,0,1
BlueSpeech,0056,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0056.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0056.ply,169,168,169,168,0,1
BlueSpeech,0057,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0057.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0057.ply,169,168,169,168,0,1
BlueSpeech,0058,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0058.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0058.ply,169,168,169,168,0,1
BlueSpeech,0059,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0059.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0059.ply,169,168,169,168,0,1
BlueSpeech,0060,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0060.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0060.ply,169,168,169,168,0,1
BlueSpeech,0061,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0061.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0061.ply,169,168,169,168,0,1
BlueSpeech,0062,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0062.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0062.ply,169,168,169,168,0,1
BlueSpeech,0063,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/cg/15fps/BlueSpeech_UVG-CWI-DQPC_CG_15_0_168_0063.ply,/gpfs/work3/0/prjs0839/data/UVG_CWI_DQPC/UVG-CWI-DQPC/BlueSpeech/he/15fps/BlueSpeech_UVG-CWI-DQPC_HE_15_0_168_0063.ply,169,168,169,168,0,1
